titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Habitaciones (en total)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Aire acondicionado	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
Casa en Venta en Las fincas	Las Fincas, Santa Catarina	$ 22,500,000	6.0	False	False	False	False	3.0	False	580.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	385.0	False
CASA EN VENTA ZONA CENTRO DE SANTA CATARINA	Santa Catarina Centro, Santa Catarina	$ 13,000,000	3.0	False	False	False	False	2.8	False	381.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	1105.0	False
AS-1--CASA VENTA  RECUPERACION BANCARIA GOLFO DE TEHUANTEPEC NOLOMAS DEL SANTA C	Lomas Del Poniente, Santa Catarina	$ 576,608	2.0	False	False	False	False	2.0	False	120.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
AS1-CASA VENTA RECUPERACION BANCARIA HACIENDA SANTA MONICA  HACIENDA REAL JUAREZ	Huasteca Real, Santa Catarina	$ 743,681	2.0	False	False	False	False	1.0	False	110.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	110.0	False
A2 EXCELENTE CASA EN REMATE BANCAIO, FRACC PRIVADAS DE SANTA CATARINA, STA CATAR	Privada de Santa Catarina, Santa Catarina	$ 691,612	1.0	False	False	False	False	1.0	False	120.0	5.7	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
Casa en Venta, Santa Catarina, Nuevo León	Cantizal, Santa Catarina	$ 21,000,000	3.0	False	False	False	False	3.0	False	420.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	387.0	False
CASA EN VENTA SANTA CATARINA	Real Del Valle, Santa Catarina	$ 4,600,000	2.0	False	False	False	False	2.0	False	271.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	297.0	False
Quinta en venta La Huasteca, Santa Catarina	Bosques de La Huasteca, Santa Catarina	$ 13,900,000	5.0	False	False	False	False	1.0	False	1285.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	26000.0	False
QUINTA EN VENTA LA HUASTECA	La Huasteca 1er Sect, Santa Catarina	$ 10,800,000	3.0	False	False	False	False	5.0	False	411.7	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2500.0	False
A2 EXCELENTE CASA EN VENTA ATRAVES DE REMATE BANCARIO, COL.LA JOYA SANTA CATARIN	La Joya, Santa Catarina	$ 1,032,589	2.0	False	False	False	False	2.0	False	150.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	113.0	False
RR REMATES BANCARIOS CASA DE 2 P COL MISION DE LAS VILLAS	Misión Santa Catarina, Santa Catarina	$ 832,000	2.0	False	False	False	False	1.0	False	98.0	5.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	103.0	False
RR REMATES BANCARIOS CASA DE 2 P COL SANTA CATARINA ELITE	Privada de Santa Catarina, Santa Catarina	$ 569,000	2.0	False	False	False	False	1.0	False	100.0	5.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	88.0	False
Hermosa Casa en Venta en Santa Catarina	Prados Del Sol, Santa Catarina	$ 2,850,000	3.0	False	False	False	False	2.0	False	170.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	97.5	False
CasasenVentaenRincón Del Poniente	Rincón Del Poniente, Santa Catarina	$ 14,000,000	5.0	False	False	False	False	2.8	False	473.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	1922.0	False
MGM. CASA DE REMATE BANCARIO. P. VALLARTA, SANTA CATARINA, N.L.	Lomas Del Poniente, Santa Catarina	$ 578,000	2.0	False	False	False	False	2.0	False	120.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	126.0	False
CASA DE RECUPERACION BANCARIA Canon de La Mielera Col. Lomas de Santa Catarina,	Lomas de Santa Catarina, Santa Catarina	$ 759,600	2.0	False	False	False	True	2.0	True	180.0	5.7	False	3.0	True	True	False	False	True	True	True	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True	False	False	130.0	False
CASA EN VENTA EN VALLE PONIENTE	Residencial Cordillera, Santa Catarina	$ 26,000,000	4.0	False	False	False	False	3.0	False	495.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	403.0	False
CASA SANTA CATARINA NUEVO LEON REMATE BANCARIO RO19	Privada de Santa Catarina, Santa Catarina	$ 978,000	1.0	False	False	False	False	1.0	False	75.0	5.7	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Venta, Santa Catarina, Nuevo León	Desarrollo Industrial Monterrey, Santa Catarina	$ 15,900,000	4.0	False	False	False	False	4.0	False	640.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	679.0	False
Hermosa Casa LIT. en Perla, La Joya, Santa Catarina, Nuevo León.	La Joya, Santa Catarina	$ 1,097,589	1.5	False	False	False	True	1.0	False	140.0	5.7	False	3.0	True	False	True	False	False	False	True	True	False	False	True	True	False	True	True	False	False	True	False	True	False	True	False	False	120.0	False
CASA EN VENTA $464,100 POR REMATE BANCARIO COL. LOS VIÑEDOS!!	Los Viñedos, Santa Catarina	$ 464,100	2.0	False	False	False	True	1.0	True	115.0	5.7	False	3.0	False	False	False	False	True	False	True	True	False	False	True	True	False	False	False	False	False	False	True	False	False	False	True	False	100.0	False
Casa en Venta Las Fincas San Pedro Garza Garcia	Las Fincas, Santa Catarina	$ 18,950,000	3.0	False	False	False	False	3.0	False	538.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	403.0	False
A2* MAGNIFICA OPORTUNIDAD, CASA EN REMATE BANCARIO, SANTA CATARINA ELITE, N.L	Privadas de Santa Catarina Sector Elite, Santa Catarina	$ 589,000	2.0	False	False	False	False	2.0	False	120.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
Casa LIT., Golfo De Tehuantepec,Misión de las Villas, Santa Catarina,Nuevo León	Lomas de Santa Catarina, Santa Catarina	$ 698,002	1.0	False	False	False	False	1.0	False	65.0	5.7	False	2.0	True	False	False	False	False	False	True	True	False	False	True	False	False	True	True	False	True	True	False	True	True	True	False	False	100.0	False
CAB Venta Recuperación de Cartera,Privadas de Sta.Catarina, Sta. Cat. NL	Privadas de Santa Catarina Sector Elite, Santa Catarina	$ 377,491	2.0	False	False	False	False	1.0	False	140.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
GS VENTA CASA VIÑEDO MEXICANO LOS VIÑEDOS SANTA CATARINA NUEVO LEON REMATE BAN.	Los Viñedos, Santa Catarina	$ 342,359	1.0	False	False	False	False	1.0	False	80.0	5.7	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
Casa en Venta en Cordillera Residencial	Residencial Cordillera, Santa Catarina	$ 33,880,580	5.0	False	False	False	False	4.0	False	724.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	923.0	False
Casa en Venta en Las Fincas II	Las Fincas, Santa Catarina	$ 18,490,000	3.0	False	False	False	False	3.0	False	500.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	389.0	False
CASA PREVENTA VALLE PONIENTE SANTA CATARINA NL $19,500,000	Santa Catarina Centro, Santa Catarina	$ 19,500,000	3.0	False	False	False	False	2.8	False	525.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	333.0	False
A2 EXCELENTE CASA EN VENTA ATRAVES DE REMATE BANCARIO,   MISION DE SANTA CATAR	Misión Santa Catarina, Santa Catarina	$ 1,015,000	2.0	False	False	False	False	2.0	False	140.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
Casa en venta Prados del Rey, Santa Catarina al Poniente de Monterrey	Prados Del Rey, Santa Catarina	$ 2,500,000	2.0	False	False	False	False	2.0	False	132.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Venta en Cordillera	Residencial Cordillera, Santa Catarina	$ 16,990,000	4.0	False	False	False	False	3.0	False	471.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	464.0	False
MP-CASA VENTA RECUPERACION BANCARIA PUERTO VALLARTA#LOMAS DEL PONIENTE STC NL	Lomas Del Poniente, Santa Catarina	$ 578,000	1.0	False	False	False	False	2.8	False	120.0	5.7	False	3.0	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
CASA EN VENTA $551,041 POR REMATE BANCARIO COL. LOS VIÑEDOS!!	Los Viñedos, Santa Catarina	$ 551,041	2.0	False	False	False	True	2.0	False	120.0	5.7	False	3.0	True	False	True	True	False	False	True	True	False	False	True	True	False	False	True	False	True	True	True	False	False	True	True	False	105.0	False
AS-1-CASA VENTA  RECUPERACION BANCARIA GOLFO DE TEHUANTEPEC NOLOMAS DEL SAN	Lomas Del Poniente, Santa Catarina	$ 576,608	2.0	False	False	False	False	2.0	False	120.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
AS1-CASA VENTA RECUPERACION BANCARIA PUERTO VALLARTA#LOMAS DEL PONIENTE STC NL	Lomas Del Poniente, Santa Catarina	$ 578,000	1.0	False	False	False	False	2.8	False	120.0	5.7	False	3.0	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
A2 EXCELENTE CASA EN VENTA ATRAVES DE REMATE BANCARIO,  FRACC.JARDINES DE SANTAC	Jardines de Santa Catarina, Santa Catarina	$ 713,595	2.0	False	False	False	False	2.0	False	120.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	110.0	False
Casa en Venta en Las Fincas II	Las Fincas, Santa Catarina	$ 15,928,000	3.0	False	False	False	False	3.0	False	538.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	390.0	False
CASA EN PRE VENTA  SANTA CATARINA	Rincón de las Huertas, Santa Catarina	$ 5,500,000	3.0	False	False	False	False	2.0	False	240.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	175.0	False
Casa en venta Villas del Mirador al Poniente de Monterrey	Villas Del Mirador, Santa Catarina	$ 3,250,000	1.0	False	False	False	False	2.0	False	250.0	5.7	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
GS  VENTA CASA AV. PRIVADAS DE SANTA CATARINA PRIV. DE SANTA CATARINA NUEVO LEON	Privada de Santa Catarina, Santa Catarina	$ 673,240	2.0	False	False	False	False	1.0	False	160.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
CASA EN VENTA EN PEDREGAL DE LA HUASTECA, SANTA CATARINA	Pedregal de La Huasteca, Santa Catarina	$ 9,900,000	3.0	False	False	False	False	2.0	False	256.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	156.0	False
Casa en Venta en Residencial Cordillera	Residencial Cordillera, Santa Catarina	$ 17,680,000	3.0	False	False	False	False	3.0	False	5279.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	466.0	False
Casa en Venta en Las Almenas	Santa Catarina Centro, Santa Catarina	$ 19,900,000	3.0	False	False	False	False	3.0	False	321.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	438.0	False
CASA EN VENTA  VALLE SANTA CATARINA NUEVO LEON	Residencial Cordillera, Santa Catarina	$ 17,386,880	4.0	False	False	False	False	3.0	False	507.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	423.0	False
2MP-CASA VENTA CESION DE DERECHOSLOS ALMENDROS#RINCON DE LAS HUERTASANTA CATAR	Rincón de las Huertas, Santa Catarina	$ 388,588	2.0	False	False	False	False	2.0	False	130.0	5.7	False	3.0	False	False	False	False	False	False	True	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Preventa en zona Valle Poniente	Las Fincas, Santa Catarina	$ 18,950,000	3.0	False	False	False	False	3.0	False	538.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	390.0	False
CASA EN PREVENTA VALLE PONIENTE SANTA CATARINA N L $19,500,000	Santa Catarina Centro, Santa Catarina	$ 19,500,000	3.0	False	False	False	False	2.8	False	543.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	325.0	False
Casa en venta en Centro en Santa Catarina	Santa Catarina Centro, Santa Catarina	$ 15,000,000	4.0	False	False	False	False	4.0	False	645.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	1105.0	False
PREVENTA CASA LAS ALMENAS, VALLE PONIENTE	Santa Catarina Centro, Santa Catarina	$ 25,000,000	5.0	False	False	False	False	3.0	False	480.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	388.0	False
Casa - Santa Catarina	Santa Catarina Centro, Santa Catarina	$ 22,495,000	5.0	False	False	False	False	2.8	False	580.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	385.0	False
CASA PREVENTA  RES. LAS FINCAS II, LLAVE EN MANO	Las Fincas, Santa Catarina	$ 17,950,000	5.0	False	False	False	False	3.0	False	538.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	403.0	False
QuintasenVentaenMiguel Hidalgo	Miguel Hidalgo, Santa Catarina	$ 92,420,000	2.0	False	False	False	False	2.8	False	150.0	5.7	False	3.3	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	24000.0	False
Casa en Venta en Residencial Cordillera	Residencial Cordillera, Santa Catarina	$ 23,500,000	3.0	False	False	False	False	3.0	False	490.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	510.0	False
Preventa de Residencia en Valle Poniente	Santa Catarina Centro, Santa Catarina	$ 21,500,000	5.0	False	False	False	False	3.0	False	529.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	319.0	False
Casa en Preventa en zona Valle Poniente	Residencial Cordillera, Santa Catarina	$ 19,733,300	3.0	False	False	False	False	3.0	False	527.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	466.0	False
Casa Lit.,Veneto,Priv. De Santa Catarina Sector Elite, Santa Catarina,Nuevo León	Privadas de Santa Catarina Sector Elite, Santa Catarina	$ 764,243	1.0	False	False	False	True	1.0	False	78.0	5.7	False	2.0	True	False	False	False	False	False	True	True	False	False	True	False	False	True	True	False	True	True	False	True	True	True	False	False	90.0	False
JG/ CASA DE RECUPERACIÓN BANCARIA EN LOMAS DEL PTE SANTA CATARINA NL/ AS	Lomas Del Poniente, Santa Catarina	$ 1,054,535	2.0	False	False	False	False	1.0	False	100.0	5.7	False	3.0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	100.0	False
CASA PREVENTA CORDILLERA II	Residencial Cordillera, Santa Catarina	$ 19,733,300	3.0	False	False	False	False	3.0	False	527.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	466.0	False
Casa en Venta en Santa Catarina Centro	Santa Catarina Centro, Santa Catarina	$ 13,500,000	4.0	False	False	False	False	2.8	False	700.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	1105.0	False
Casa en Venta en Las Almenas	Santa Catarina Centro, Santa Catarina	$ 15,990,000	3.0	False	False	False	False	3.0	False	500.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	330.0	False
Casa en Venta en Vía Cordillera	Santa Catarina Centro, Santa Catarina	$ 23,500,000	4.0	False	False	False	False	4.0	False	490.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	510.0	False
CASA EN VENTA VALLE PONIENTE SANTA CATARINA N L $18,900,000	Santa Catarina Centro, Santa Catarina	$ 18,900,000	3.0	False	False	False	False	2.8	False	525.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	333.0	False
Casa en Venta en Valle Poniente - Cordillera	Residencial Cordillera, Santa Catarina	$ 20,233,300	4.0	False	False	False	False	3.0	False	573.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	466.0	False
Casa en Preventa en Valle Poniente	Las Fincas, Santa Catarina	$ 18,950,000	4.0	False	False	False	False	3.0	False	538.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	390.0	False
CASA EN VENTA Las Fincas ll	Las Fincas, Santa Catarina	$ 18,490,000	4.0	False	False	False	False	2.8	False	500.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	389.0	False
Casa en Venta, Santa Catarina, Nuevo León	Santa Catarina Centro, Santa Catarina	$ 15,200,000	4.0	False	False	False	False	2.8	False	575.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	4329.0	False
QuintasenVentaenVentanas de La Huasteca	Ventanas de La Huasteca, Santa Catarina	$ 49,493,000	2.0	False	False	False	False	2.8	False	150.0	5.7	False	3.3	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	11784.0	False
Casa en Venta en Las Almenas	Santa Catarina Centro, Santa Catarina	$ 23,000,000	5.0	False	False	False	False	3.0	False	572.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	319.0	False
Casa en Venta Cordillera San Pedro Garza Garcia	Santa Catarina Centro, Santa Catarina	$ 19,733,300	3.0	False	False	False	False	3.0	False	527.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	466.0	False
A2 CASA EN REMATE BANCARIO,EL FRACC. LOS VIÑEDOS, STA. CATARINA, N.L. 3 RECAMAR	Los Viñedos, Santa Catarina	$ 554,709	2.0	False	False	False	False	2.0	False	120.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
Casa en Venta en Santa Catarina Centro	Santa Catarina Centro, Santa Catarina	$ 14,000,000	1.0	False	False	False	False	2.8	False	296.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	1060.0	False
Casa en Preventa en Vía Cordillera	Santa Catarina Centro, Santa Catarina	$ 17,679,600	3.0	False	False	False	False	3.0	False	528.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	466.0	False
Casa en Preventa en Valle Poniente	Santa Catarina Centro, Santa Catarina	$ 23,492,000	3.0	False	False	False	False	3.0	False	662.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	453.0	False
Casa En Venta Centro Santa Catarina	Santa Catarina Centro, Santa Catarina	$ 13,500,000	3.0	False	False	False	False	4.0	False	645.0	5.7	False	4.0	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	970.0	True
1- MP-CASA VENTA RECUPERACION BANCARIA PRIVADAS DE SANTA CATARINA SECTOR ELITE	Privadas de Santa Catarina Sector Elite, Santa Catarina	$ 664,243	2.0	False	False	False	False	2.0	False	150.0	5.7	False	3.0	False	False	False	False	False	True	True	True	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	150.0	False
Proyecto Preventa de Casa en Fincas II, en Santa Catarina. Monterrey	Las Fincas, Santa Catarina	$ 16,790,000	3.0	False	False	False	False	3.0	False	400.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	389.0	False
Casa Lit. , Golfo De Tehuantepec,Misión de las Villas, Santa Catarina,Nuevo León	Lomas de Santa Catarina, Santa Catarina	$ 698,002	1.0	False	False	False	False	1.0	False	65.0	5.7	False	2.0	True	False	False	False	False	False	True	True	False	False	True	False	False	True	True	False	True	True	False	True	True	True	False	False	100.0	False
Casa en Venta en Vía Cordillera	Santa Catarina Centro, Santa Catarina	$ 23,500,000	4.0	False	False	False	False	3.0	False	490.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	510.0	False
Casa en venta Privadas de Santa Catarina al Poniente de Monterrey	Privada de Santa Catarina, Santa Catarina	$ 2,260,000	1.0	False	False	False	False	2.8	False	155.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
Casa en Venta Almena II, Valle Poniente	Santa Catarina Centro, Santa Catarina	$ 25,000,000	5.0	False	False	False	False	3.0	False	524.0	5.7	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	319.0	False
TERRENO EN VENTA EN  LAS TINAJAS SANTA CATARINA	Santa Catarina Centro, Santa Catarina	$ 20,000,000	3.2	False	False	False	False	2.8	False	411.7	5.7	False	3.3	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5587.2	False
¡¡ GRAN OPORTUNIDAD DE VENTA EN RESIDENCIAL EN SANTA CATARINA !!	Los Viñedos, Santa Catarina	$ 537,770	2.0	False	True	False	False	1.0	False	112.0	5.7	False	2.0	True	False	True	False	True	False	True	True	False	True	True	False	False	True	False	False	True	True	False	False	False	True	False	False	107.0	False
VENTANAS DE LA HUASTECA CASA VENTA SANTA CATARINA NUEVO LEON	Ventanas de La Huasteca, Santa Catarina	$ 10,650,570	2.0	False	False	False	False	2.0	False	250.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
BM REMATE BANCARIO CASA EN VENTA MISION DE STA CATARINA STA CATARINA NUEVO LEON	Misión Santa Catarina, Santa Catarina	$ 1,015,000	2.0	False	False	False	False	2.0	False	112.0	5.7	False	5.0	True	True	False	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	126.0	False
Casa en Venta en Ciudad Santa Catarina Centro	Santa Catarina Centro, Santa Catarina	$ 2,150,000	2.0	False	False	False	False	2.0	False	160.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	133.0	False
Casa en Venta en La Fama 1	La Fama 1, Santa Catarina	$ 2,000,000	3.0	False	False	False	False	2.8	False	285.0	5.7	False	7.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	234.0	False
Casa en Venta en Privadas del Poniente	Del Poniente, Santa Catarina	$ 2,150,000	2.0	False	False	False	False	2.0	False	16130.0	5.7	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN CAÑON DE LA MIELERA COLONIA LOMAS DE SANTA CATARINA EN NUEVO LEON	Lomas de Santa Catarina, Santa Catarina	$ 759,600	3.0	False	False	False	False	1.0	False	240.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	165.0	False
CASA EN VENTA PEDREGAL DE LA HUASTECA SANTA CATARINA	Pedregal de La Huasteca, Santa Catarina	$ 8,500,000	4.0	False	False	False	False	2.8	False	315.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	150.0	False
CASA EN VENTA EN COL. LA FAMA II	La Fama, Santa Catarina	$ 2,100,000	1.0	False	False	False	False	4.0	False	127.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	128.0	False
Casa en Venta en Bosques la Huasteca, Santa Catarina	Bosques de La Huasteca, Santa Catarina	$ 2,000,000	2.0	False	False	False	False	2.8	False	165.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
CASA EN VENTA EN LA HUASTECA, SANTA CATARINA	Privada La Huasteca, Santa Catarina	$ 5,000,000	3.0	False	False	False	False	2.0	False	205.0	5.7	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
Casa en Venta en Provivienda del Poniente Sect 1	Del Poniente, Santa Catarina	$ 2,150,000	2.0	False	False	False	False	2.0	False	161.0	5.7	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	90.0	False
